EventId,EventTemplate,Occurrences
E13,"Assigning container Container: [ContainerId: <*>, NodeId: <*>, NodeHttpAddress: <*>, Resource: <memory:<*>, vCores:<*>>, Priority: <*>, Token: Token { kind: <*>, service: <*> }, ] to fast fail map",8
E119,Assigned from earlierFailedMaps,8
E24,Exception running child : org.apache.hadoop.mapreduce.task.reduce.Shuffle$ShuffleError: error in shuffle in fetcher#<*>,2
E33,Task: <*> - exited : java.io.IOException: There is not enough space on the disk,6
E27,Diagnostics report from <*>: Error: java.io.IOException: There is not enough space on the disk,12
E70,Task: <*> - exited : java.io.IOException: Spill failed,3
E52,Diagnostics report from <*>: java.io.IOException: Spill failed,6
E67,"Unable to parse prior job history, aborting recovery",4
E54,Could not parse the old history file. Will not have old AMinfos,4
E135,Error closing writer for JobID: <*>,1
E22,"IPC Server handler <*> on <*>, call statusUpdate(<*>, <*>), rpc version=<*>, client version=<*>, methodsFingerPrint=<*> from <*> Call#<*> Retry#<*>: output error",1
E100,IPC Server handler <*> on <*> caught an exception,1
E94,Shuffle failed : local error on this node: <*>,2
