EventId,EventTemplate,Occurrences
E152,looking for newly runnable stages,204
E227,running: Set(),204
E177,waiting: Set(ResultStage <*>),180
E230,failed: Set(),204
E90,Asked to send map output locations for shuffle <*> to <*>,1538
E106,Size of output statuses for shuffle <*> is <*> bytes,440
E226,Cleaned shuffle <*>,46
E234,Cleaned RDD <*>,16
E6,Connection to <*> has been quiet for <*> ms while there are outstanding requests. Assuming connection is dead; please adjust spark.network.timeout if this is wrong.,103
E48,Ignoring response for RPC <*> from <*> (<*> bytes) since it is not outstanding,71
E20,Container marked as failed: <*> on host: <*>. Exit status: <*>. Diagnostics: Exception from container-launch.,127
E116,Exception in createBlockOutputStream,60
E235,Abandoning <*>,60
E79,"Excluding datanode DatanodeInfoWithStorage[<*>,<*>,<*>]",60
E211,Using REPL class URI: <*>,21
E86,"ensureFreeSpace(<*>) called with curMem=<*>, maxMem=<*>",84
E65,Lost an executor <*> (already removed): Pending loss reason.,18
E67,SparkListenerBus has already stopped! Dropping event <*>,10
E25,"Error sending result ChunkFetchSuccess{streamChunkId=<*>, buffer=<*>} to <*>; closing connection",22
E59,"Uncaught exception in thread Thread[Executor task launch <*>,<*>]",7
E29,"[Container in shutdown] Uncaught exception in thread Thread[Executor task launch <*>,<*>,<*>]",3
E94,Python worker exited unexpectedly (crashed),35
E95,This may have been caused by a prior exception:,35
E157,Told to re-register on heartbeat,1
E109,BlockManager re-registering with master,6
E166,Reporting <*> blocks to the master.,6
E121,Missing an output location for shuffle <*>,147
E103,Error occurred while fetching local blocks,7
E120,Got told to re-register updating block <*>,5
E184,Failed to get block(s) from <*>,870
E24,"Lost task <*> in stage <*> (TID <*>, <*>): java.lang.OutOfMemoryError: Requested array size exceeds VM limit",3
E27,Marking ResultStage <*> (collect at <*>) as failed due to a fetch failure from ShuffleMapStage <*> (reduceByKey at <*>),23
E139,ResultStage <*> (collect at <*>) failed in <*> s,26
E22,Resubmitting ShuffleMapStage <*> (reduceByKey at <*>) and ResultStage <*> (collect at <*>) due to fetch failure,25
E175,Resubmitting failed stages,138
E17,Container marked as failed: <*> on host: <*>. Exit status: <*>. Diagnostics: Container killed on request. Exit code is <*>,6
E23,Lost executor <*> on <*>: Container marked as failed: <*> on host: <*>. Exit status: <*>. Diagnostics: <*>. Exit code is <*>,3
E3,"Lost task <*> in stage <*> (TID <*>, <*>): ExecutorLostFailure (executor <*> exited caused by one of the running tasks) Reason: Container marked as failed: <*> on host: <*>. Exit status: <*>. Diagnostics: <*>. Exit code is <*>",2
E77,"ShuffleMapStage <*> is now unavailable on executor <*> (<*>, <*>)",164
E31,Resubmitting ShuffleMapStage <*> (reduceByKey at <*>) because some of its tasks had failed: <*>,22
E5,"Lost task <*> in stage <*> (TID <*>, <*>): ExecutorLostFailure (executor <*> exited caused by one of the running tasks) Reason: Container marked as failed: <*> on host: <*>. Exit status: <*>. Diagnostics: <*>.",4
E34,"Lost task <*> in stage <*> (TID <*>, <*>): FetchFailed(<*>, shuffleId=<*>, mapId=-<*>, reduceId=<*>, message=",140
E36,Lost task <*> in stage <*> (TID <*>) on executor <*>: java.lang.OutOfMemoryError (<*>) [duplicate <*>],1
E88,Issue communicating with driver in heartbeater,27
E50,Ignored failure: java.io.IOException: Connection from <*> closed,15
E207,Uncaught exception:,4
E159,"error=<*>, No such file or directory",200
E19,"Lost task <*> in stage <*> (TID <*>, <*>): java.io.IOException: Cannot run program <*>: error=<*>, No such file or directory",108
E51,Retrying connect to server: <*>. Already tried <*> time(s); maxRetries=<*>,20
E15,"Attempted to get executor loss reason for executor id <*> at RPC address <*>, but got no response. Marking as slave lost.",1
E179,Lost executor <*> on <*>: Slave lost,1
E112,Interrupted while trying for connection,1
E122,Reporter thread fails <*> time(s) in a row.,1
E8,java.io.InterruptedIOException: Interrupted while waiting for IO on channel <*>. <*> millis timeout left.; Host Details : local host is: <*>; destination host is: <*>;,1
E47,Removing executor <*> with no recent heartbeats: <*> ms exceeds timeout <*> ms,24
E70,Lost executor <*> on <*>: Executor heartbeat timed out after <*> ms,24
E9,"Lost task <*> in stage <*> (TID <*>, <*>): ExecutorLostFailure (executor <*> exited caused by one of the running tasks) Reason: Executor heartbeat timed out after <*> ms",35
E165,Requesting to kill executor(s) <*>,24
E123,Driver requested to kill executor(s) <*>.,24
E42,Lost executor <*> on <*>: Container <*> exited from explicit termination request.,24
E142,Host added was in lost list earlier: <*>,21
E26,Ignoring task-finished event for <*> in stage <*> because task <*> has already completed successfully,6
E28,Total size of serialized results of <*> tasks (<*>) is bigger than spark.driver.maxResultSize (<*>),5
E214,Putting block <*> failed,1
E190,Error cleaning broadcast <*>,10
E13,Failed to remove broadcast <*> with removeFromMaster = <*> - Cannot receive any reply in <*> seconds. This timeout is controlled by <*>,8
E104,"Failed to connect to driver at <*>, retrying ...",982
E236,<*> and <*>,17
E35,"Finished task <*> in stage <*> (TID <*>). Result is larger than maxResultSize (<*> MB > <*> MB), dropping it.",2
E72,"Another thread is loading <*>, waiting for it to finish...",1
E213,Finished waiting for <*>,1
E74,Error while invoking RpcHandler#receive() on RPC id <*>,1
E92,"waiting: Set(ShuffleMapStage <*>, ResultStage <*>)",24
E155,ResultStage <*> (count at <*>) failed in <*> s,13
E56,"Resubmitted ShuffleMapTask(<*>, <*>), so marking it as still running",32
E40,Failed to remove broadcast <*> with removeFromMaster = <*> - Connection reset by peer,2
E81,"Failed to fetch block <*>, and will not retry (<*> retries)",2
E141,java.io.IOException: Broken pipe,1
E16,Ignored failure: java.io.IOException: Failed to send RPC <*> to <*>: java.nio.channels.ClosedChannelException,1
E4,"Task <*> failed because while it was being computed, its executorexited for a reason unrelated to the task. Not counting this failure towards the maximum number of failures for the task.",3
